index,level,lession,kanji,vi_1,vi_2,giai_thich,image_1,image_2
469,4,23,息,Tức,hơi thở,Tim phải đập thì ta mới có hơi thở,469_image_1.png,469_image_2.png
470,4,24,速,Tốc,tốc độ,Anh nông dân đội nón vác gỗ nhưng đi rất tốc độ trên đường,470_image_1.png,470_image_2.png
471,4,24,束,Thúc,"bó, buộc","Anh nông dân đội nón, buộc một bó gỗ đằng sau lưng",471_image_1.png,471_image_2.png
472,4,24,側,Trắc,nghiêm khắc,Người nào vi phạm nguyên tắc sẽ bị phạt,472_image_1.png,472_image_2.png
473,4,24,続,Tục,tiếp tục,Tiếp tục kế nghiệp bán vải lụa,473_image_1.png,473_image_2.png
474,4,24,族,Tộc,gia tộc,Gia tộc có rất nhiều con cháu,474_image_1.png,474_image_2.png
475,4,24,孫,Tôn,cháu,Đứa trẻ có quan hệ với mình là cháu mình,475_image_1.png,475_image_2.png
476,4,24,他,Tha,Người lạ,Chữ 他 được tách ra thành các chữ cái ghép thành chữ TH,476_image_1.png,476_image_2.png
477,4,24,打,Đả,đánh,Đứa trẻ cầm cái đinh giả làm kiếm chơi trận giả,477_image_1.png,477_image_2.png
478,4,24,代,Đại,hiện đại,Người hiện đại cầm kiếm đi dạo,478_image_1.png,478_image_2.png
479,4,24,対,Đối,đối đầu,Người giang hồ mang kiếm đi đối đầu,479_image_1.png,479_image_2.png
480,4,25,待,Đãi,chiêu đãi,Người lên chùa cầu khấn sẽ được chiêu đãi bữa ăn chay miễn phí,480_image_1.png,480_image_2.png
481,4,25,隊,Đội,quân đội,Đất của quân đội nuôi 2 con heo,481_image_1.png,481_image_2.png
482,4,25,帯,Đới,cái đai,Đai vàng được võ sĩ đề lên kệ rất đẹp,482_image_1.png,482_image_2.png
483,4,25,第,Đệ,đệ nhất,Đệ nhất quét lá tre trên đường,483_image_1.png,483_image_2.png
484,4,25,題,Đề,vấn đề,Vấn đề dù đúng hay sai đều được giải quyết bằng tiền,484_image_1.png,484_image_2.png
485,4,25,談,Đàm,đàm thoại,Cuộc hội thoại nảy lửa,485_image_1.png,485_image_2.png
486,4,25,短,Đoản,ngắn,Mũi tên ngắn. 豆 ( đậu ): thể hiện âm đọc,486_image_1.png,486_image_2.png
487,4,25,炭,Than,than đá,"Than ở trong các ngọn núi và sườn đồi, được khai thác để đốt",487_image_1.png,487_image_2.png
488,4,25,単,Đơn,đơn độc,Chỉ còn lá cờ đơn độc trên chiến trường,488_image_1.png,488_image_2.png
489,4,25,達,Đạt,thành đạt,"Người nào nhà gần mặt đường, nhiều đất và có nhiều cừu, thì người đó là người thành đạt",489_image_1.png,489_image_2.png
490,4,26,置,Trí,bố trí,Bố trí 1 lọ hoa đặt trên mặt bàn,490_image_1.png,490_image_2.png
491,4,26,着,Trước,sắt,Đến nơi xem chú cừu có 1 mắt,491_image_1.png,491_image_2.png
492,4,26,注,Chú,rót,Rót nước vào cốc,492_image_1.png,492_image_2.png
493,4,26,柱,Trụ,cột trụ,Cột trụ của căn nhà được làm bằng gỗ,493_image_1.png,493_image_2.png
494,4,26,仲,Trọng,trung gian,亻 : thể hiện ý nghĩa. 中 : thể hiện âm đọc,494_image_1.png,494_image_2.png
495,4,26,貯,Trữ,tích trữ,Dùng đỉnh xây ngôi nhà đề tích trữ tiền,495_image_1.png,495_image_2.png
496,4,26,調,Điều,điêu tra,Đi hỏi ( 言 ) khắp nơi ( 周 ) để điều tra,496_image_1.png,496_image_2.png
497,4,26,帳,Trướng,căng lên,Căng buồm lên. 長: thể hiện tên gọi,497_image_1.png,497_image_2.png
498,4,26,兆,Triệu,triệu chứng,Rụng lông chân là triệu chứng của bệnh tật,498_image_1.png,498_image_2.png
499,4,26,腸,Trường,ruột,Đoạn thịt dài là ruột. 昜 ( dương ): thể hiện âm đọc,499_image_1.png,499_image_2.png
500,4,27,丁,Đĩnh,can thứ 4,Chiếc đinh 4 phân,500_image_1.png,500_image_2.png
501,4,27,定,Định,cố định,Nhà được đóng bằng đinh sẽ chắc chắn,501_image_1.png,501_image_2.png
502,4,27,庭,Đình,sân vườn,"Sân vườn là nơi người ta trồng cây, đặt bàn ghế",502_image_1.png,502_image_2.png
503,4,27,停,Đình,dừng lại,Người nào đi qua chùa cũng dừng lại để cầu nguyện,503_image_1.png,503_image_2.png
504,4,27,低,Đê,thấp,Cậu bé và chữ Ð,504_image_1.png,504_image_2.png
505,4,27,底,Đề,cái đáy,"Ð trong chữ đáy, đáy của sườn núi ( 广 )",505_image_1.png,505_image_2.png
506,4,27,笛,Địch,cái sáo,Đầu cây sáo được làm từ trúc,506_image_1.png,506_image_2.png
507,4,27,的,Đích,mục đích,Người ta chuẩn bị cây cung và quả táo có gắn hồng tâm làm đích để tập bắn,507_image_1.png,507_image_2.png
508,4,27,転,Chuyển,di chuyển,Dùng xe kéo đề di chuyển bình hoa,508_image_1.png,508_image_2.png
509,4,27,典,Điển,từ điển,3 quyền từ điển đặt trên bàn,509_image_1.png,509_image_2.png
510,4,28,伝,Truyền,di truyền,Nghề làm bình hoa được truyền từ đời này sang đời khác,510_image_1.png,510_image_2.png
511,4,28,追,Truy,truy đuổi,Đội quân đang phất cờ truy đuổi,511_image_1.png,511_image_2.png
512,4,28,鉄,Thiết,sắt,金 ( kim ): thể hiện ý nghĩa. 失 ( thất ): thể hiện âm đọc,512_image_1.png,512_image_2.png
513,4,28,徒,Đồ,sinh đồ,Học sinh chạy trên sân trường,513_image_1.png,513_image_2.png
514,4,28,都,Đô,kinh đô,Người đang chờ xe tại điểm dừng của xe bus để bắt xe lên kinh đô,514_image_1.png,514_image_2.png
515,4,28,努,Nỗ,nỗ lực,奴 (nô): thể hiện âm đọc. 力 (lực): thể hiện ý nghĩa,515_image_1.png,515_image_2.png
516,4,28,度,Độ,nhiệt độ,Trong phòng mát mẻ vì có điều hoà,516_image_1.png,516_image_2.png
517,4,28,島,Đảo,hòn đảo,Hòn đảo có nhiều chim,517_image_1.png,517_image_2.png
518,4,28,等,Đẳng,bình đẳng,Trong chùa mọc lên những cây trúc cao bằng nhau,518_image_1.png,518_image_2.png
519,4,28,登,Đăng,lên,Những hạt đậu nảy mầm và vươn lên với ánh sáng,519_image_1.png,519_image_2.png
520,4,29,湯,Thang,nước nóng,Bát nước nóng đang bốc hơi,520_image_1.png,520_image_2.png
521,4,29,投,Đầu,"ném, đầu tư",Dùng tay ném cây binh khí,521_image_1.png,521_image_2.png
522,4,29,豆,Đậu,hạt đậu,Cái bát đậu,522_image_1.png,522_image_2.png
523,4,29,灯,Đăng,cây đèn,Cây đèn,523_image_1.png,523_image_2.png
524,4,29,動,Động,chuyển động,Phải người có sức lực mới làm chuyển động được 1000 chiếc hộp,524_image_1.png,524_image_2.png
525,4,29,童,Đồng,nhi đồng,Trẻ em đang chơi trên cánh đồng,525_image_1.png,525_image_2.png
526,4,29,働,Động,lao động,Hai công nhân khoẻ mạnh bê 1000 chiếc hộp,526_image_1.png,526_image_2.png
527,4,29,堂,Đường,võ đường,Trong võ đường có những hình nhân và bia tập bắn,527_image_1.png,527_image_2.png
528,4,29,特,Đặc,đặc biệt,Ngôi chùa có nuôi trâu là ngôi chùa đặc biệt,528_image_1.png,528_image_2.png
529,4,29,得,Đắc,đắc ý,Hai người cười đắc ý khi nhặt được tờ 100k và chiếc chuông,529_image_1.png,529_image_2.png
530,4,30,毒,Độc,độc dược,Người uống thuốc độc và nhảy xuống sông đề tự tử,530_image_1.png,530_image_2.png
531,4,30,農,Nông,nông nghiệp,Khúc nhạc thần nông,531_image_1.png,531_image_2.png
532,4,30,熱,Nhiệt,nóng,Người chạy lòng vòng trên đất vì thời tiết nóng như lửa,532_image_1.png,532_image_2.png
533,4,30,然,Nhiên,tự nhiên,Đêm trăng tự nhiên thèòm ăn thịt chó nên mang chó ra quay,533_image_1.png,533_image_2.png
534,4,30,念,Niệm,kỉ niệm,Nhớ lại thời gian có nhiều kỉ niệm nhất bằng cả trái tim,534_image_1.png,534_image_2.png
535,4,30,波,Ba,con sóng,Lướt trên những con sóng,535_image_1.png,535_image_2.png
536,4,30,配,Phối,phân phối,Người chuyên phân phối rượu,536_image_1.png,536_image_2.png
537,4,30,敗,Bại,thất bại,Thất bại là những lúc đồng tiền lần lượt ra khỏi túi của ta,537_image_1.png,537_image_2.png
538,4,30,倍,Bội,gâp đôi,Người áo vàng cao gấp đôi người áo xanh,538_image_1.png,538_image_2.png
539,4,30,梅,Mai,cây mai,Người năm ngủ dưới cây mai bên cạnh cánh đồng,539_image_1.png,539_image_2.png
540,4,31,箱,Tương,cái hộp,Cái hộp làm bằng tre,540_image_1.png,540_image_2.png
541,4,31,畑,Điền,ruộng,Ruộng bị cháy,541_image_1.png,541_image_2.png
542,4,31,博,Bác,bác học,Phòng thí nghiệm của bác học,542_image_1.png,542_image_2.png
543,4,31,発,Phát,phát triển,Mũi tên hướng lên thể hiện sử phát triển,543_image_1.png,543_image_2.png
544,4,31,反,Phản,cong,Bẻ cong 4 thanh sắt,544_image_1.png,544_image_2.png
545,4,31,板,Bản,cái bảng,Cái bảng,545_image_1.png,545_image_2.png
546,4,31,坂,Phản,con dốc,Dốc núi,546_image_1.png,546_image_2.png
547,4,31,飯,Phạn,cơm,Cơm,547_image_1.png,547_image_2.png
548,4,31,悲,Bi,"bi ai, buồn",Trái tim buồn khổ,548_image_1.png,548_image_2.png
549,4,31,皮,Bì,cái vỏ,Lớp da bao bọc lớp thịt bên dưới,549_image_1.png,549_image_2.png
550,4,32,飛,Phi,bay,Con ky lần có cánh đang bay,550_image_1.png,550_image_2.png
551,4,32,費,Phí,tiêu phí,Tiêu tiền như tên bay,551_image_1.png,551_image_2.png
552,4,32,鼻,Ty,cái mũi,Mũi người đàn ông,552_image_1.png,552_image_2.png
553,4,32,美,Mỹ,Mỹ thuật,Vẽ một con cừu béo,553_image_1.png,553_image_2.png
554,4,32,筆,Bút,cái bút,Dùng bút vẽ chữ H,554_image_1.png,554_image_2.png
555,4,32,必,Tất,tất yếu,Trái tim bị cắt thì tất yếu sẽ rỉ máu,555_image_1.png,555_image_2.png
556,4,32,品,Phẩm,sản phẩm,3 hộp hàng,556_image_1.png,556_image_2.png
557,4,32,部,Bộ,bộ trưởng,Bộ trưởng đứng lên bục đề đưa ra lời tuyên ngôn,557_image_1.png,557_image_2.png
558,4,32,便,Tiện,tiện lợi,"Để tiện lợi, ông chủ đưa đồ cho người hầu mang thay mình",558_image_1.png,558_image_2.png
559,4,32,永,Băng,nước đá,Đá là một khối nước bị đóng băng,559_image_1.png,559_image_2.png
560,4,33,表,Biểu,biểu hiện,Vẻ đẹp của 1 người sẽ được biều hiện qua khăn và y phục,560_image_1.png,560_image_2.png
561,4,33,票,Phiếu,ngân phiếu,Mang 1 túi ngân phiếu đi đền chùa,561_image_1.png,561_image_2.png
562,4,33,標,Tiêu,mục tiêu,Dán mục tiêu lên thân cây,562_image_1.png,562_image_2.png
563,4,33,病,Bệnh,bệnh tật,Người bệnh nằm liệt giường,563_image_1.png,563_image_2.png
564,4,33,秒,Miểu,giây,Người dân đếm từng giây đến ngày gặt lúa,564_image_1.png,564_image_2.png
565,4,33,福,Phúc,phúc lợi,Thánh thần ban phúc cho 10 mảnh ruộng,565_image_1.png,565_image_2.png
566,4,33,服,Phục,trang phục,Trang phục gồm áo yếm và chiếc dép,566_image_1.png,566_image_2.png
567,4,33,副,Phó,"phụ, thứ 2",Ban cho phụ tá 10 mảnh ruộng và 1 cây kiếm,567_image_1.png,567_image_2.png
568,4,33,負,Phụ,thua,Chơi bạc thua 1 xâu tiền,568_image_1.png,568_image_2.png
569,4,33,付,Phó,giao phó,Giao phó cho shipper chuyển bó hoa,569_image_1.png,569_image_2.png
570,4,34,府,Phủ,phủ huyện,Shipper đến phủ huyện để giao hoa,570_image_1.png,570_image_2.png
571,4,34,不,Bất,không có,Xoay chữ 不 ta được chữ K,571_image_1.png,571_image_2.png
572,4,34,夫,Phu,chồng,Người chồng đội mũ rơm đang dang tay,572_image_1.png,572_image_2.png
573,4,34,無,Vô,hư vô,Khi chết ta được hoả thiêu để cho thân xác trở về với hư vô,573_image_1.png,573_image_2.png
574,4,34,物,Vật,động vật,1 loài động vật,574_image_1.png,574_image_2.png
575,4,34,平,Bình,hoà bình,Biểu tượng của hoà bình,575_image_1.png,575_image_2.png
576,4,34,兵,Binh,binh lính,Mũ binh lính Châu Âu,576_image_1.png,576_image_2.png
577,4,34,粉,Phấn,phấn hoa,Trong bông hoa có phấn hoa. 分 : thể hiện âm đọc,577_image_1.png,577_image_2.png
578,4,34,別,Biệt,phân biệt,"Người bị phân biệt, trói tay chân và dùng dao đe doạ",578_image_1.png,578_image_2.png
579,4,34,返,Phản,trả lại,Thuyền đang chở hàng trả lại,579_image_1.png,579_image_2.png
580,4,35,辺,Biên,biên giới,Đường biên giới luôn có binh đao,580_image_1.png,580_image_2.png
581,4,35,変,Biến,biến hoá,Biến hoá từ tư thế xuất phát sang chạy,581_image_1.png,581_image_2.png
582,4,35,勉,Miễn,cố gắng,"Bỏ ra ( 免 ) rất nhiều sức lực ( 力 ), là cố gắng ( 勉 )",582_image_1.png,582_image_2.png
583,4,35,牧,Mục,du mục,Người cưỡi bò đi du mục,583_image_1.png,583_image_2.png
584,4,35,放,Phóng,giải phóng,Phi cao lá cờ khi đất nước giải phóng,584_image_1.png,584_image_2.png
585,4,35,法,Pháp,phương pháp,Các phương pháp chữa bệnh được tạo ra từ ống nghiệm,585_image_1.png,585_image_2.png
586,4,35,包,Bao,bao bọc,Cái bao dùng đề đựng đồ,586_image_1.png,586_image_2.png
587,4,35,末,Mạt,cuối cùng,Hai chiếc lá cuối cùng,587_image_1.png,587_image_2.png
588,4,35,満,Mãn,mãn nguyện,Hai người mãn nguyện khi nắm tay nhau ngắm biển trên ngọn tháp. cao,588_image_1.png,588_image_2.png
589,4,35,未,Vị,chưa đến,Cây con chưa đến lúc thu hoạch,589_image_1.png,589_image_2.png
590,4,36,脈,Mạch,mạch máu,Mạch máu ở bắp tay lực sĩ ( trong bộ phận cơ thê thường có chữ thịt ),590_image_1.png,590_image_2.png
591,4,36,民,Dân,dân chúng,Người dân có xe vespa PX,591_image_1.png,591_image_2.png
592,4,36,薬,Dược,thuốc,1 nụ cười bằng mười thang thuốc bổ,592_image_1.png,592_image_2.png
593,4,36,役,Dịch,chiến dịch,2 binh sĩ cầm giáo tham gia chiến dịch,593_image_1.png,593_image_2.png
594,4,36,約,Uớc,ước vọng,Viết điều ước lên tờ giấy và treo lên cành cây bằng sợi chỉ,594_image_1.png,594_image_2.png
595,4,36,浴,Dục,tắm,Người tắm tại con suối dưới thung lũng,595_image_1.png,595_image_2.png
596,4,36,油,Du,dầu,Những mảng dầu trôi tự do trên nước,596_image_1.png,596_image_2.png
597,4,36,由,Do,tự do,Người nông dân đứng tự do tự tại giữa cánh đồng,597_image_1.png,597_image_2.png
598,4,36,遊,Du,"chơi, du hý",3 đứa trẻ vui đùa trên đường,598_image_1.png,598_image_2.png
599,4,36,有,Hữu,"có, tồn tại",Có 10 miếng thịt,599_image_1.png,599_image_2.png
600,4,37,勇,Dũng,dũng cảm,Người chiến sĩ đội mũ dũng cảm xông lên,600_image_1.png,600_image_2.png
601,4,37,予,Dự,dự báo,Gà sắt dự báo thời tiết,601_image_1.png,601_image_2.png
602,4,37,葉,Diệp,cái lá,Chiếc lá,602_image_1.png,602_image_2.png
603,4,37,陽,Dương,mặt trời,Mặt trời chiếu những tia nắng,603_image_1.png,603_image_2.png
604,4,37,半,Dương,con cừu,Con cừu,604_image_1.png,604_image_2.png
605,4,37,要,Yếu,tất yếu,Túi là đồ tất yếu của con gái,605_image_1.png,605_image_2.png
606,4,37,洋,Dương,đại dương,氵 : thế hiện ý nghĩa. 羊: thể hiện âm đọc,606_image_1.png,606_image_2.png
607,4,37,様,Dạng,hình dạng,Con cừu soi thầy hình dáng của mình dưới mặt nước,607_image_1.png,607_image_2.png
608,4,37,養,Dưỡng,dinh dưỡng,Sữa là nguồn dinh dưỡng cho cừu non,608_image_1.png,608_image_2.png
609,4,37,落,Lạc,rơi xuống,Quét những chiếc lá rơi,609_image_1.png,609_image_2.png
610,4,38,旅,Lữ,lữ hành,Đoàn thanh niên 4 người đi lữ hành,610_image_1.png,610_image_2.png
611,4,38,両,Lưỡng,"2 bên, lưỡng tính",Ở giữa miệng có 1 dây thanh để có thể phát ra tiếng,611_image_1.png,611_image_2.png
612,4,38,量,Lượng,số lượng,100 chiếc hộp đặt dưới đất,612_image_1.png,612_image_2.png
613,4,38,良,Lương,tốt,Trẻ con ăn nhiều rau là rất tốt,613_image_1.png,613_image_2.png
614,4,38,漁,Ngư,bắt cá,Bắt cá khỏi mặt nước,614_image_1.png,614_image_2.png
615,4,38,料,Liệu,Nguyên liệu,2 bông lúa,615_image_1.png,615_image_2.png
616,4,38,線,Lục,màu xanh lá cây,Chỉ màu xanh lá cây,616_image_1.png,616_image_2.png
617,4,38,録,Lục,ký lục,Huân chương kỷ lục,617_image_1.png,617_image_2.png
618,4,38,流,Lưu,"dòng chảy, hạ lưu",Dòng lưu của thác nước chảy xuống từ ngọn núi,618_image_1.png,618_image_2.png
619,4,38,礼,Lễ,lễ nghi,Lễ cầu nguyện thần linh,619_image_1.png,619_image_2.png
620,4,39,令,Lệnh,mệnh lệnh,Kim bài dùng để thực thi mệnh lệnh của vua,620_image_1.png,620_image_2.png
621,4,39,冷,Lãnh,lạnh,令: thể hiện tên đọc. 冫: thể hiện ý nghĩa,621_image_1.png,621_image_2.png
622,4,39,例,Lệ,ví dụ,Thầy dạy võ múa các bài quyền để làm ví dụ cho học sinh,622_image_1.png,622_image_2.png
623,4,39,列,Liệt,hàng lối,2 thanh kiếm xếp thẳng hàng,623_image_1.png,623_image_2.png
624,4,39,練,Luyện,phơi,Phơi lụa dưới mặt trời,624_image_1.png,624_image_2.png
625,4,39,連,Liên,liên hồi,Xe ô tô chạy liên hồi trên đường,625_image_1.png,625_image_2.png
626,4,39,路,Lộ,quốc lộ,Chạy bộ trên quốc lộ,626_image_1.png,626_image_2.png
627,4,39,利,Lợi,tiện lợi,Phát minh ra liềm khiến việc gặt lúa tiện lợi hơn,627_image_1.png,627_image_2.png
628,4,39,陸,Lục,châu lục,Các vùng đất và châu lục có những người khác nhau,628_image_1.png,628_image_2.png
629,4,39,歴,Lịch,lịch sử,Chỉ dùng cây gai để làm sách lịch sử,629_image_1.png,629_image_2.png
630,4,40,類,Loại,chủng loại,"Người cầm tiền và gạo, mỗi loại một ít",630_image_1.png,630_image_2.png
631,4,40,輪,Luân,bánh xe,Bánh xe ô tô,631_image_1.png,631_image_2.png
632,4,40,老,Lão,lão già,Lão già đội nón ngồi trên đất,632_image_1.png,632_image_2.png
633,4,40,労,Lao,lao động,Lao động vất vả toát mồ hôi,633_image_1.png,633_image_2.png
634,4,40,和,Hoà,hoà bình,Hoà bình thì có gạo để ăn,634_image_1.png,634_image_2.png
635,3,1,圧,Áp,Áp lực,Sườn núi đè lên đất cát sẽ tạo ra áp lực,635_image_1.png,635_image_2.png
636,3,1,移,Di,Di chuyển,Chim bay trên cánh đồng,636_image_1.png,636_image_2.png
637,3,1,異,Dị,kỳ lạ,Con robot trông thật ky lạ,637_image_1.png,637_image_2.png
638,3,1,遺,Di,di chúc,"Trước khi xuống suối vàng, đề lại di chúc và tài sản cho con cháu",638_image_1.png,638_image_2.png
639,3,1,域,Vực,khu vực,Người bảo vệ khu vực biên giới,639_image_1.png,639_image_2.png
640,3,1,宇,Vũ,vũ trụ,Máy bay bay ra vũ trụ,640_image_1.png,640_image_2.png
641,3,1,永,Vĩnh,vĩnh cửu,2 khối băng lâu tan,641_image_1.png,641_image_2.png
642,3,1,衛,Vệ,vi hành,Vệ binh vi hành bảo vệ thành trì,642_image_1.png,642_image_2.png
643,3,1,営,Doanh,doanh trại,Hàng rào bao quanh doanh trại,643_image_1.png,643_image_2.png
644,3,1,映,Ánh,phản chiếu,Ánh sáng mặt trời phản chiếu qua thấu kính,644_image_1.png,644_image_2.png
645,3,2,益,Ích,lợi ích,"Bát đĩa sạch sẽ, sẽ có nhiều lợi ích",645_image_1.png,645_image_2.png
646,3,2,易,Dịch,mậu dịch,Mậu dịch là nơi trao đổi hàng hóa ì ì. Ngày xưa người ta hay dùng trâu đề vận chuyên hàng hóa,646_image_1.png,646_image_2.png
647,3,2,液,Dịch,chất lỏng,Nước chảy vào buổi tối là nước dãi,647_image_1.png,647_image_2.png
648,3,2,演,Diễn,diễn thuyết,Đứng diễn thuyết trên thảm đỏ bắn nước bọt,648_image_1.png,648_image_2.png
649,3,2,沿,Duyên,dọc theo,Thuyền thúng trôi dọc theo dòng nước,649_image_1.png,649_image_2.png
650,3,2,延,Duyên,kéo dài,Trong rạp xiếc cô gái múa kéo dài dây,650_image_1.png,650_image_2.png
651,3,2,桜,Anh,anh đào,Cô gái nhìn thấy hoa anh đào rơi,651_image_1.png,651_image_2.png
652,3,2,応,Ứng,phản ứng,Núi lửa phun trào,652_image_1.png,652_image_2.png
653,3,2,往,Vãng,vãng lai,2 khách vãng lai đến thuê nhà,653_image_1.png,653_image_2.png
654,3,2,恩,Ân,ân nhân,Ân nhân đến mở cửa cho tử tù,654_image_1.png,654_image_2.png
655,3,3,価,Giá,giá cả,Đại gia xem giá bình cổ,655_image_1.png,655_image_2.png
656,3,3,過,Quá,vượt qua,2 cơn bão đi qua con đường,656_image_1.png,656_image_2.png
657,3,3,可,Khả,khả năng,Khả năng nuốt định,657_image_1.png,657_image_2.png
658,3,3,河,Hà,sông,Sông,658_image_1.png,658_image_2.png
659,3,3,仮,Giả,giả thuyết,2 người đưa ra quan điểm trái ngược nhau,659_image_1.png,659_image_2.png
660,3,3,解,Giải,giải quyết,Bị trâu húc tức quá cầm đao đòi giải quyết,660_image_1.png,660_image_2.png
661,3,3,快,Khoái,khoái thích,Người cầm kiếm đâm hình nhân thì rất khoái,661_image_1.png,661_image_2.png
662,3,3,灰,Hôi,tro,Đốt đồng rơm thành tro,662_image_1.png,662_image_2.png
663,3,3,届,Giới,gửi đến,Hộp quà được gửi đến tận nhà,663_image_1.png,663_image_2.png
664,3,3,賀,Hạ,chúc mừng,Cần tiền để tham gia chúc mừng,664_image_1.png,664_image_2.png
665,3,4,我,Ngã,bản ngã,Bản ngã học cung thuật,665_image_1.png,665_image_2.png
666,3,4,閣,Các,nội các,Cánh công dẫn tới nội các,666_image_1.png,666_image_2.png
667,3,4,革,Cách,cải cách,| Xe máy là cách mạng cho phương tiện đi lại,667_image_1.png,667_image_2.png
668,3,4,拡,Khuếch,khuếch tán,| Dùng tay nặn rộng bánh ra,668_image_1.png,668_image_2.png
669,3,4,額,Ngạch,hạn ngạch,Băng dán trán giống trong Naruto,669_image_1.png,669_image_2.png
670,3,4,割,Cát,phân chia,Phân chia xương cá,670_image_1.png,670_image_2.png
671,3,4,簡,Giản,đơn giản,Gian nhà bằng trúc đơn giản,671_image_1.png,671_image_2.png
672,3,4,干,Can,khô cằn,"Mặt đất khô cằn, nứt nẻ",672_image_1.png,672_image_2.png
673,3,4,看,Khán,trông coi,Cần cả tay và mắt để trông coi,673_image_1.png,673_image_2.png
674,3,4,慣,Quán,thói quen,Thói quen xuất phát từ tâm,674_image_1.png,674_image_2.png
675,3,5,幹,Cán,cán bộ,Cán bộ ngồi trên xe ngựa đi qua núi,675_image_1.png,675_image_2.png
676,3,5,衆,Chúng,quần chúng,Quần chúng trước lăng bác,676_image_1.png,676_image_2.png
677,3,5,刋,San,tập san,Tập san báo chí,677_image_1.png,677_image_2.png
678,3,5,巻,Quyển,quyển sách- cuộn lại,Người bị dây cuộn lại,678_image_1.png,678_image_2.png
679,3,5,眼,Nhãn,mắt,1 mắt nhắm 1 mắt mở,679_image_1.png,679_image_2.png
680,3,5,危,Nguy,nguy hiểm,Tuyết lăn trên sườn núi rất nguy hiểm,680_image_1.png,680_image_2.png
681,3,5,揮,Huy,chỉ huy,Bàn tay đang chỉ huy hướng xe đi,681_image_1.png,681_image_2.png
682,3,5,机,Kỷ,cái bàn,Cái bàn làm bằng gỗ,682_image_1.png,682_image_2.png
683,3,5,貴,Quý,quý tộc,Quý tộc là người có tiền và có quyền,683_image_1.png,683_image_2.png
684,3,5,規,Quy,nội quy,Người đang xem nội quy |,684_image_1.png,684_image_2.png
685,3,6,基,Cơ,cơ bản,Phía dưới ngôi nhà là nồn móng,685_image_1.png,685_image_2.png
686,3,6,寄,Kí,kí gửi,Hàng gửi đến nhà,686_image_1.png,686_image_2.png
687,3,6,技,Kĩ,kĩ thuật,Rèn đồ cần có kĩ thuật,687_image_1.png,687_image_2.png
688,3,6,義,Nghĩa,chính nghĩa,bắn 2 ông vua tôi dành lại chính nghĩa,688_image_1.png,688_image_2.png
689,3,6,疑,Nghi,nghi ngờ,3 chàng ngóc nghi ngờ dự báo thời tiết sai,689_image_1.png,689_image_2.png
690,3,6,逆,Nghịch,ngược,| Con dơi đậu ngược trên cây,690_image_1.png,690_image_2.png
691,3,6,旧,Cựu,kỳ cựu,Làm việc 100 ngày tại công ty là kỹ cựu,691_image_1.png,691_image_2.png
692,3,6,久,Cửu,vĩnh cửu,1 túp lồu tranh 2 trái tim vàng biểu tượng của tình yêu vĩnh cửu,692_image_1.png,692_image_2.png
693,3,6,吸,Hấp,hô hấp,3 người tập hô hấp bằng miệng,693_image_1.png,693_image_2.png
694,3,6,許,Hứa,cho phép- hứa hẹn,Người yêu hứa là 12h trưa sẽ cho phép vào nhà,694_image_1.png,694_image_2.png
695,3,7,居,Cư,cư trú,Người chết ở trong quan tài,695_image_1.png,695_image_2.png
696,3,7,境,Cảnh,hoàn cảnh,2 người đứng nhìn nhau trong hoàn cảnh đất nước bị chia cắt,696_image_1.png,696_image_2.png
697,3,7,郷,Hương,quê hương,Quê hương là nơi có nhiều đồng ruộng,697_image_1.png,697_image_2.png
698,3,7,胸,Hung,ngực,Bộ phận nào trên cơ thể thường có chữ nhục |,698_image_1.png,698_image_2.png
699,3,7,供,Cung,cung cấp- cùng,Cùng nhau đồng hành,699_image_1.png,699_image_2.png
700,3,7,筋,Cân,bắp thịt,Người có cơ bắp khỏe mạnh sẽ bẻ gãy cành trúc,700_image_1.png,700_image_2.png
701,3,7,勤,Cần,cần cù,Anh chàng cần cù đi chặt củi,701_image_1.png,701_image_2.png
702,3,7,禁,Cấm,nghiêm cấm,Rừng thần cắm được vào,702_image_1.png,702_image_2.png
703,3,7,句,Cú,câu cú,Câu cú được phát ra từ miệng,703_image_1.png,703_image_2.png
704,3,7,群,Quần,quần đảo,Quần đảo có rất nhiều cừu |,704_image_1.png,704_image_2.png
705,3,8,経,Kinh,kinh độ- kinh tế,Sợi dây dài như kinh độ,705_image_1.png,705_image_2.png
706,3,8,系,Hệ,hệ thống,1 hệ thống bán tơ lụa,706_image_1.png,706_image_2.png
707,3,8,警,Cảnh,cảnh sát,Lời nói của cảnh sát cần được kính trọng,707_image_1.png,707_image_2.png
708,3,8,敬,Kính,tôn kính,Người đi cắt cỏ mộ thể hiện sự kính trọng với người đã khuất,708_image_1.png,708_image_2.png
709,3,8,劇,Kịch,vở kịch,Vở kịch chàng ngóc đi săn 7 con lợn rừng,709_image_1.png,709_image_2.png
710,3,8,激,Khích,phấn khích,Nhiều người đi trên đường mưa trắng xóa cảm thấy phần khích,710_image_1.png,710_image_2.png
711,3,8,穴,Huyệt,cái hang,Cái hang,711_image_1.png,711_image_2.png
712,3,8,潔,Khiết,thanh khiết,Nước thanh khiết,712_image_1.png,712_image_2.png
713,3,8,険,Hiểm,nguy hiểm,"Tiều phu sắp ngã vào hồ sâu, rất nguy hiểm",713_image_1.png,713_image_2.png
